Cause,Type,Year,Data Redundancy,Total Deaths,Source,Page at Source,Source URL
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2019,1,0,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Kecelakaan kerja,Bencana Non Alam dan Penyakit,2006,1,1784,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Kecelakaan kerja,Bencana Non Alam dan Penyakit,2007,1,1883,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2004,1,11204,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2005,1,0,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2009,1,18448,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.35,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2010,1,29952,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.41,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2006,1,129,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2007,1,65,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2011,1,324,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2012,1,314,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2015,1,475,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2016,1,252,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2017,1,14,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2018,1,246,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
Kecelakaan Transportasi Darat,Bencana Non Alam dan Penyakit,2019,1,69,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Kecelakaan Transportasi Laut-Udara,Bencana Non Alam dan Penyakit,2019,1,34,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2008,1,3,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2009,1,6,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2011,1,25,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2012,1,4,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Kegagalan Teknologi (termasuk ledakan kompor gas),Bencana Non Alam dan Penyakit,2010,1,5,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Kehamilan yang berakhir abortus,Bencana Non Alam dan Penyakit,2004,1,499,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Kehamilan yang berakhir abortus,Bencana Non Alam dan Penyakit,2005,1,95,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Kehamilan yang berakhir abortus,Bencana Non Alam dan Penyakit,2006,1,205,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
"Kehamilan, Persalinan & Masa Nifas",Bencana Non Alam dan Penyakit,2005,1,857,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
"Kehamilan, Persalinan & Masa Nifas",Bencana Non Alam dan Penyakit,2006,1,1318,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.6,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
"Kehamilan, Persalinan & Masa Nifas",Bencana Non Alam dan Penyakit,2006,1,1318,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
"Kehamilan, Persalinan & Masa Nifas",Bencana Non Alam dan Penyakit,2008,1,1807,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2015,1,7,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2016,1,34,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2017,1,12,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2018,1,45,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2019,1,10,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2015,1,66,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2016,1,0,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2017,1,2,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2018,1,82,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2019,1,8,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Kekeringan,Bencana Alam,2015,1,0,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Kekeringan,Bencana Alam,2016,1,0,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Kekeringan,Bencana Alam,2017,1,0,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Kekeringan,Bencana Alam,2019,1,0,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Keracunan,Bencana Non Alam dan Penyakit,2010,1,4,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Keracunan Makanan,Bencana Non Alam dan Penyakit,2001,1,23,Profil Kesehatan Indonesia Tahun 2005,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Keracunan Makanan,Bencana Non Alam dan Penyakit,2002,1,27,Profil Kesehatan Indonesia Tahun 2005,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Keracunan Makanan,Bencana Non Alam dan Penyakit,2003,1,6,Profil Kesehatan Indonesia Tahun 2005,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Keracunan Makanan,Bencana Non Alam dan Penyakit,2004,1,22,Profil Kesehatan Indonesia Tahun 2005,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Keracunan Makanan,Bencana Non Alam dan Penyakit,2005,1,0,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Keracunan Makanan,Bencana Non Alam dan Penyakit,2006,1,0,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Keracunan Makanan,Bencana Non Alam dan Penyakit,2006,1,21,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Keracunan/KLB,Bencana Non Alam dan Penyakit,2012,1,22,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
KLB,Bencana Non Alam dan Penyakit,2007,1,10,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
KLB,Bencana Non Alam dan Penyakit,2008,1,58,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Antraks,Bencana Non Alam dan Penyakit,2005,1,1,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Cacat Air,Bencana Non Alam dan Penyakit,2004,1,0,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2004,1,44,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2005,1,7,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2009,1,42,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2010,1,6,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2011,1,10,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2012,1,4,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2013,1,1,Profil Kesehatan Indonesia Tahun 2013,Lampiran 6.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2014,1,21,Profil Kesehatan Indonesia Tahun 2014,Lampiran 6.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2015,1,0,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2016,1,4,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2017,1,14,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2018,1,0,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
KLB Campak,Bencana Non Alam dan Penyakit,2019,1,0,Profil Kesehatan Indonesia Tahun 2019,Lampiran 62.e,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
KLB Cikungunya,Bencana Non Alam dan Penyakit,2004,1,0,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
KLB Cikungunya,Bencana Non Alam dan Penyakit,2005,1,0,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Demam Berdarah,Bencana Non Alam dan Penyakit,2005,1,0,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2005,1,91,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2015,1,144,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.30,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
KLB Dengue High Fever,Bencana Non Alam dan Penyakit,2004,1,87,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
KLB Dengue Shock Syndrome,Bencana Non Alam dan Penyakit,2004,1,7,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2000,1,109,Profil Kesehatan Indonesia Tahun 2005,38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2000,1,109,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2001,1,100,Profil Kesehatan Indonesia Tahun 2005,38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2001,1,100,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2002,1,94,Profil Kesehatan Indonesia Tahun 2005,38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2002,1,94,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2003,1,128,Profil Kesehatan Indonesia Tahun 2005,38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2003,1,128,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2004,1,29,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2004,1,23,Profil Kesehatan Indonesia Tahun 2005,38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2004,1,53,Profil Kesehatan Indonesia Tahun 2007,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2004,1,53,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2005,1,93,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2005,1,127,Profil Kesehatan Indonesia Tahun 2005,38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2005,1,93,Profil Kesehatan Indonesia Tahun 2006,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2005,1,127,Profil Kesehatan Indonesia Tahun 2007,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2005,1,127,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2005,1,127,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2006,1,157,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2006,1,277,Profil Kesehatan Indonesia Tahun 2007,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2006,1,291,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2006,1,277,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2006,1,291,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.34,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2007,1,46,Profil Kesehatan Indonesia Tahun 2007,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2007,1,69,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2007,1,46,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2007,1,72,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.34,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2008,1,209,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
KLB Diare,Bencana Non Alam dan Penyakit,2008,1,209,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
